customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,missing_value,year,month,day,weekday,annual_income_bin,credit_score_binarize,spending_ratio_bin,loan_amount_kbins,annual_income_scaled,transaction_count_scaled,spending_ratio_normalized,credit_score_maxabs,age_robust,loan_sqrt,income_power,loan_power,debt_to_income,avg_monthly_txn,spending_to_income
1026,43.0,Female,North,Primary,Unemployed,397392.0,112053.0,Home,845.0,4,61,68.56,2020-01-22,1,0,2020,1,22,2,medium,1.0,level 4,0.0,-1.4157285816498715,0.5189873417721519,1.0,0.9952885747938751,0.18353174603174616,334.7431851434768,-1.4693178896792725,-1.70038558581582,0.2819709505978983,61.0,0.00017252486210089785
1027,55.0,Female,South,Graduate,Salaried,1497286.0,1016622.0,Home,664.0,5,35,23.05,2020-03-09,1,0,2020,3,9,0,very high,1.0,level 1,3.0,0.7968050536133705,0.18987341772151894,1.0,0.7820965842167256,0.8501984126984128,1008.2767477235602,0.8061858449561115,1.3672427545139987,0.6789764948045998,11.666666666666666,1.5394520485732187e-05
1028,43.0,Female,East,Graduate,Self-Employed,849150.0,407047.0,Education,682.0,5,77,71.62,2022-03-26,1,1,2022,3,26,5,high,1.0,level 4,1.0,-0.5069775838271253,0.7215189873417721,1.0,0.8032979976442874,0.18353174603174616,638.0023510928467,-0.4543211652446079,-0.15233101497333826,0.4793581817111229,25.666666666666668,8.434316669610787e-05
1029,26.0,Female,West,Post-Graduate,Salaried,1197639.0,394613.0,Home,604.0,5,66,61.97,2019-12-27,1,0,2019,12,27,4,very high,1.0,level 3,1.0,0.19403872685304205,0.5822784810126582,1.0,0.7114252061248527,-0.7609126984126983,628.1822983816083,0.24291554354257255,-0.19694346602893642,0.32949244304836434,5.5,5.174347194772381e-05
1030,39.69642857142857,Female,North,Post-Graduate,Salaried,1335248.0,614364.0,Business,657.0,4,81,70.16,2018-10-17,1,0,2018,10,17,2,very high,1.0,level 4,1.0,0.4708513479010153,0.7721518987341771,1.0,0.773851590106007,0.0,783.8137533878823,0.5050933162035766,0.48027583148012304,0.4601122787676896,8.1,5.2544546031898194e-05
1031,29.0,Male,East,Graduate,,1243233.0,318670.0,Car,688.0,4,20,77.29,2019-03-08,1,0,2019,3,8,4,very high,1.0,level 4,0.0,0.28575507276109524,0.0,1.0,0.8103651354534747,-0.5942460317460316,564.5086358949702,0.33049520381734904,-0.4933973582094349,0.2563236336229814,6.666666666666667,6.216855569310017e-05
1032,59.0,Male,North,Primary,Self-Employed,1715458.0,709485.0,Car,828.0,4,97,25.51,2021-04-13,1,0,2021,4,13,1,very high,1.0,level 1,2.0,1.2356772433631573,0.9746835443037973,1.0,0.9752650176678446,1.072420634920635,842.3093256043175,1.2003356696773693,0.720389752749089,0.413583427865911,24.25,1.4870664277411631e-05
1033,50.0,Female,East,Primary,Self-Employed,964121.0,659601.0,Education,699.0,5,42,22.88,2019-01-06,1,0,2019,1,6,6,very high,1.0,level 1,2.0,-0.27570329323198595,0.2784810126582278,1.0,0.823321554770318,0.572420634920635,812.1582358136867,-0.21824182775135637,0.5975011188416932,0.684147529200173,42.0,2.3731461092539215e-05
1034,25.0,Male,North,Secondary,Salaried,1620946.0,1157183.0,Home,668.0,6,21,21.59,2022-02-21,1,0,2022,2,21,0,very high,1.0,level 1,3.0,1.0455580328428713,0.012658227848101222,1.0,0.7868080094228505,-0.8164682539682538,1075.7244070857555,1.0310574400531582,1.617578052789175,0.7138936152098836,10.5,1.3319382632117294e-05
1035,39.69642857142857,Female,East,Primary,Salaried,1152699.0,791584.0,Education,624.0,2,84,77.67,2023-06-14,0,1,2023,6,14,2,very high,1.0,level 4,2.0,0.10363795953480039,0.8101265822784809,1.0,0.734982332155477,0.0,889.7100651335804,0.15585844984348907,0.9100327085641976,0.6867222058837563,14.0,6.73809901804374e-05
1036,30.0,Male,South,Primary,Salaried,1514093.0,388615.0,Business,634.0,1,27,43.12,2020-01-06,1,0,2020,1,6,0,very high,1.0,level 2,1.0,0.8306138141010805,0.08860759493670883,1.0,0.7467608951707891,-0.538690476190476,623.3899261297057,0.8369861803619507,-0.21881790396222497,0.2566652114500232,27.0,2.8479096066093692e-05
1037,30.0,Female,West,Primary,Salaried,203267.0,83136.0,Home,674.0,3,40,78.05,2021-06-24,1,0,2021,6,24,3,low,1.0,level 4,0.0,-1.806228113373362,0.25316455696202533,1.0,0.7938751472320377,-0.538690476190476,288.3331406550416,-1.9822423616715037,-1.9816829680868873,0.4089990013135433,6.666666666666667,0.00038397772388041343
1038,56.0,Female,West,Secondary,Unemployed,1362928.0,377004.0,Home,840.0,6,81,53.71,2021-01-01,1,0,2021,1,1,4,very high,1.0,level 3,1.0,0.5265321053413564,0.7721518987341771,1.0,0.9893992932862191,0.9057539682539684,614.0065146234199,0.5570823348161702,-0.2618464508435809,0.2766132913844312,81.0,3.94078043741122e-05
1039,32.0,Female,East,Secondary,Self-Employed,614568.0,319941.0,Car,683.0,5,32,73.73,2021-03-18,1,0,2021,3,18,3,high,1.0,level 4,0.0,-0.9788599336056693,0.15189873417721517,1.0,0.8044758539458187,-0.42757936507936495,565.6332734201552,-0.960171497302505,-0.48804694819592886,0.5205949545046277,10.666666666666666,0.00011997045078819595
1040,56.0,Female,North,Post-Graduate,Salaried,1101178.5313174946,245967.0,Car,651.0,6,35,46.91,2023-03-21,1,0,2023,3,21,1,very high,1.0,level 2,0.0,0.0,0.18987341772151894,1.0,0.7667844522968198,0.9057539682539684,495.9506023789063,0.055112186147038486,-0.8282263791377642,0.22336704994213347,11.666666666666666,4.259981344158151e-05
1041,55.0,Female,South,Secondary,Salaried,1891188.0,1274227.0,Business,693.0,1,58,79.76,2020-08-15,0,1,2020,8,15,5,very high,1.0,level 4,3.0,1.5891736127631264,0.4810126582278481,1.0,0.8162544169611308,0.8501984126984128,1128.8166370141787,1.5096627657970307,1.8101777976279296,0.6737706669035548,7.25,4.217454848486771e-05
1042,25.0,Female,North,Primary,Self-Employed,1876014.0,1232365.0,Car,835.0,5,26,45.57,2019-10-27,1,0,2019,10,27,6,very high,1.0,level 2,3.0,1.5586497755738296,0.07594936708860756,1.0,0.983510011778563,-0.8164682539682538,1110.11936295157,1.4832149248786501,1.7427788411354814,0.6569060785260664,2.6,2.429086350101865e-05
1043,29.0,Female,West,Post-Graduate,Salaried,1767908.0,970198.0,Car,708.0,3,36,76.83,2018-04-08,0,0,2018,4,8,6,very high,1.0,level 4,2.0,1.3411850369955955,0.20253164556962022,1.0,0.833922261484099,-0.5942460317460316,984.9862943208906,1.293372896733625,1.279230711006708,0.5487830814725653,9.0,4.345814374956163e-05
1044,45.0,Male,West,Graduate,Self-Employed,1152082.0,616412.0,Car,690.0,2,58,46.07,2022-12-29,0,0,2022,12,29,3,very high,1.0,level 2,1.0,0.10239680970312805,0.4810126582278481,1.0,0.8127208480565371,0.29464285714285726,785.1190992454584,0.15465797715440366,0.48571180332603264,0.5350417765402116,4.833333333333333,3.998847304271745e-05
1045,33.0,Female,North,Post-Graduate,Self-Employed,651015.0,383790.0,Business,600.0,3,81,44.01,2021-09-28,1,0,2021,9,28,1,high,0.0,level 2,1.0,-0.9055435836624571,0.7721518987341771,1.0,0.7067137809187279,-0.3720238095238094,619.5078691994154,-0.8790689372838206,-0.23658735216453028,0.5895255869680422,9.0,6.760212898320315e-05
1046,45.0,Male,North,Post-Graduate,,1101178.5313174946,346764.0,Business,646.0,5,94,75.15,2021-09-20,1,0,2021,9,20,0,very high,1.0,level 4,1.0,0.0,0.9367088607594936,1.0,0.7608951707891637,0.29464285714285726,588.8667081776656,0.055112186147038486,-0.3784632388237939,0.3149026158229924,10.444444444444445,6.824506459464615e-05
1047,56.0,Female,East,Secondary,Self-Employed,217640.0,81984.0,Business,600.0,5,22,74.07,2023-03-16,1,0,2023,3,16,3,low,0.0,level 4,0.0,-1.7773155582183757,0.0253164556962025,1.0,0.7067137809187279,0.9057539682539684,286.3284826907725,-1.9413188400057464,-1.9942323350813391,0.37669546039331003,7.333333333333333,0.00034033265943760337
1048,31.0,Female,South,Secondary,Unemployed,588043.0,236038.0,Business,721.0,1,27,41.2,2022-09-15,0,0,2022,9,15,3,medium,1.0,level 2,0.0,-1.032217306839233,0.08860759493670883,1.0,0.8492343934040048,-0.48313492063492053,485.8374213664485,-1.0198728469416687,-0.8791677349766219,0.40139581629234594,3.0,7.006290356317481e-05
1049,48.0,Female,North,Secondary,,1951541.0,717890.0,Home,844.0,3,48,27.99,2022-10-06,0,0,2022,10,6,3,very high,1.0,level 1,2.0,1.710578986816483,0.35443037974683544,1.0,0.9941107184923439,0.46130952380952395,847.2838957515952,1.6143909061891468,0.7404921522413295,0.3678580157936728,4.8,1.4342511891884413e-05
1050,55.0,Female,South,Primary,Self-Employed,1101178.5313174946,370285.0,Home,841.0,4,52,66.66,2022-12-07,1,0,2022,12,7,2,very high,1.0,level 4,1.0,0.0,0.40506329113924044,1.0,0.9905771495877503,0.8501984126984128,608.510476491572,0.055112186147038486,-0.2871730258527865,0.3362624583290559,4.333333333333333,6.053514312547056e-05
1051,39.69642857142857,Male,West,Graduate,Self-Employed,335230.0,233822.0,Education,776.0,1,20,20.82,2018-05-06,0,0,2018,5,6,6,medium,1.0,level 1,0.0,-1.5407729184998167,0.0,1.0,0.9140164899882215,0.0,483.5514450397186,-1.6256974544513836,-0.8907419217282192,0.6974972407004146,4.0,6.210661336992513e-05
1052,26.0,Female,East,Post-Graduate,Self-Employed,542786.0,358994.0,Education,764.0,2,36,34.47,2023-06-18,0,0,2023,6,18,6,medium,1.0,level 1,1.0,-1.1232557475718024,0.20253164556962022,1.0,0.8998822143698468,-0.7609126984126983,599.1610801779435,-1.1231539886192619,-0.3304707861607238,0.6613914139274042,6.0,6.350569100897959e-05
1053,29.0,Female,North,Graduate,Self-Employed,746237.0,488187.0,Business,633.0,6,45,49.89,2023-01-18,1,0,2023,1,18,2,high,1.0,level 2,1.0,-0.7139961456211218,0.31645569620253167,1.0,0.7455830388692579,-0.5942460317460316,698.7037999037933,-0.6717868076495188,0.11748682617296242,0.654198331093205,45.0,6.685543600759545e-05
1054,23.0,Female,South,Post-Graduate,Self-Employed,1879748.0,1269000.0,Education,744.0,6,42,65.31,2020-02-15,1,0,2020,2,15,5,very high,1.0,level 3,3.0,1.5661610453817136,0.2784810126582278,1.0,0.8763250883392226,-0.927579365079365,1126.4990013311153,1.4897276071233618,1.8018480392305913,0.6750904908530292,21.0,3.4744018879126355e-05
1055,41.0,Female,East,Secondary,,527359.0,216403.0,Car,697.0,6,70,74.25,2020-12-28,1,0,2020,12,28,0,medium,1.0,level 4,0.0,-1.1542885165397265,0.6329113924050632,1.0,0.8209658421672555,0.07242063492063504,465.19135847519783,-1.158795194167357,-0.9845204165940369,0.4103523406256459,5.833333333333333,0.00014079592839033752
1056,58.0,Female,East,Primary,Salaried,907689.0,698659.0,Home,731.0,0,93,66.14,2019-01-08,0,0,2019,1,8,1,very high,1.0,level 3,2.0,-0.38922123051064667,0.9240506329113924,1.0,0.8610129564193169,1.0168650793650795,835.8582415697055,-0.3332804647293983,0.6942488075740131,0.7697118726788581,93.0,7.286636722489752e-05
1057,40.0,Female,South,Post-Graduate,Self-Employed,794124.0,435013.0,Car,802.0,0,42,27.68,2020-01-15,0,0,2020,1,15,2,high,1.0,level 1,1.0,-0.617667228296497,0.2784810126582278,1.0,0.944640753828033,0.01686507936507948,659.5551531145823,-0.5698132535822851,-0.055382571018588754,0.5477897658300215,42.0,3.485601744815671e-05
1058,51.0,Female,North,Primary,Salaried,1112259.0,820928.0,Home,794.0,1,80,31.54,2022-05-19,0,0,2022,5,19,3,very high,1.0,level 1,2.0,0.022289338476729786,0.759493670886076,1.0,0.9352179034157833,0.6279761904761906,906.0507712043515,0.07686712767365747,0.9744532927922581,0.7380726970966295,16.0,2.8356704688386427e-05
1059,39.0,Male,West,Secondary,Salaried,485205.0,132160.0,Business,832.0,5,53,27.72,2021-11-04,1,0,2021,11,4,3,medium,1.0,level 1,0.0,-1.2390849995288935,0.4177215189873418,1.0,0.9799764428739693,-0.03869047619047608,363.5381685600564,-1.2574045251222252,-1.5338042956968927,0.272379715790233,4.818181818181818,5.7130491235663275e-05
1060,46.0,Male,East,Post-Graduate,Self-Employed,1422869.0,1030366.0,Home,662.0,0,45,72.1,2022-02-21,1,0,2022,2,21,0,very high,1.0,level 4,3.0,0.6471087051148927,0.31645569620253167,1.0,0.7797408716136631,0.3501984126984128,1015.0694557516741,0.6688636202923501,1.3927557582551573,0.7241467766885075,22.5,5.067226849414809e-05
1061,28.0,Male,West,Post-Graduate,Salaried,1101178.5313174946,189789.0,Education,817.0,5,21,64.85,2019-09-19,1,0,2019,9,19,3,very high,1.0,level 3,0.0,0.0,0.012658227848101222,1.0,0.9623085983510011,-0.6498015873015872,435.64779352132615,0.055112186147038486,-1.1386381421358152,0.17235079925952493,2.3333333333333335,5.889144962026351e-05
1062,34.0,Male,East,Post-Graduate,Self-Employed,1069270.0,555237.0,Car,836.0,5,34,26.29,2018-02-08,1,0,2018,2,8,3,very high,1.0,level 1,1.0,-0.06418682054071327,0.17721518987341772,1.0,0.9846878680800942,-0.31646825396825384,745.1422682951223,-0.007811984870205504,0.3175268609581181,0.5192673506223873,17.0,2.4586867676078073e-05
1063,57.0,Female,East,Post-Graduate,Unemployed,1648021.0,448026.0,Home,744.0,0,87,41.31,2023-01-20,0,0,2023,1,20,4,very high,1.0,level 2,1.0,1.1000217795082339,0.8481012658227847,1.0,0.8763250883392226,0.961309523809524,669.3474434103712,1.0797714190035212,-0.011760637827718594,0.27185697269634307,87.0,2.506642815837905e-05
1064,38.0,Female,East,Primary,Self-Employed,1584199.0,853368.0,Home,641.0,5,71,58.76,2020-08-31,1,0,2020,8,31,0,very high,1.0,level 3,2.0,0.9716382064823144,0.6455696202531646,1.0,0.7550058892815077,-0.09424603174603163,923.7791943965831,0.9646486640266019,1.0438137106654661,0.5386747498262529,8.875,3.7091299767264086e-05
1065,54.0,Female,North,Post-Graduate,Salaried,621240.0,162186.0,Education,797.0,3,94,25.27,2018-10-01,0,0,2018,10,1,0,high,1.0,level 1,0.0,-0.9654386180839223,0.9367088607594936,1.0,0.9387514723203769,0.7946428571428572,402.72323002280365,-0.9452460295132311,-1.315484472151296,0.2610681862082287,9.4,4.067671109394115e-05
1066,50.0,Female,West,Secondary,Salaried,618034.0,382054.0,Education,751.0,1,94,71.93,2022-07-03,0,0,2022,7,3,6,high,1.0,level 4,1.0,-0.9718877693972797,0.9367088607594936,1.0,0.8845700824499411,0.572420634920635,618.1051690448803,-0.952413446181013,-0.24301907897887837,0.6181763462851558,13.428571428571429,0.00011638518269221436
1067,39.69642857142857,Female,South,Secondary,Self-Employed,1101178.5313174946,50846.0,Car,802.0,2,64,66.17,2022-07-18,0,0,2022,7,18,0,very high,1.0,level 4,0.0,0.0,0.5569620253164557,1.0,0.944640753828033,0.0,225.49057629976468,0.055112186147038486,-2.393950407304018,0.04617416572693783,9.142857142857142,6.0090165325718375e-05
1068,39.69642857142857,Female,West,Secondary,Salaried,1949523.0,524230.0,Car,689.0,5,56,50.37,2022-02-25,1,0,2022,2,25,4,very high,1.0,level 2,1.0,1.7065196021158104,0.45569620253164556,1.0,0.8115429917550059,0.0,724.0372918572634,1.6109009837797688,0.227260932117517,0.2689016749225323,28.0,2.583708938032534e-05
1069,56.0,Female,North,Primary,Salaried,914743.0,217731.0,Education,771.0,1,84,28.33,2021-04-10,0,0,2021,4,10,5,very high,1.0,level 1,0.0,-0.37503148835081407,0.8101265822784809,1.0,0.9081272084805654,0.9057539682539684,466.61654492741684,-0.3188148948382151,-0.9771877916524517,0.2380242319427424,21.0,3.0970447437149014e-05
1070,29.0,Female,South,Graduate,Self-Employed,1144118.0,302069.0,Car,668.0,3,69,27.46,2019-07-03,1,0,2019,7,3,2,very high,1.0,level 1,0.0,0.08637652241068308,0.620253164556962,1.0,0.7868080094228505,-0.5942460317460316,549.6080421536789,0.1391497800604644,-0.5646995122893809,0.2640190959324126,9.857142857142858,2.400102087372107e-05
1071,39.69642857142857,Male,West,Graduate,Salaried,1909351.0,436967.0,Business,692.0,0,33,67.97,2020-08-28,0,0,2020,8,28,4,very high,1.0,level 4,1.0,1.6257100866572345,0.16455696202531644,1.0,0.8150765606595995,0.0,661.0347948481985,1.5412579697321311,-0.048774403650420683,0.22885629724445636,4.125,3.5598483463752864e-05
1072,55.0,Female,West,Primary,Self-Employed,1101178.5313174946,198056.0,Car,836.0,1,59,47.12,2020-10-16,0,0,2020,10,16,4,very high,1.0,level 2,0.0,0.0,0.49367088607594933,1.0,0.9846878680800942,0.8501984126984128,445.0348300976003,0.055112186147038486,-1.0892221973244143,0.17985821042391534,5.9,4.279051821290388e-05
1073,34.0,Female,East,Primary,Self-Employed,1351550.0,458618.0,Home,824.0,1,97,24.0,2021-11-22,0,0,2021,11,22,0,very high,1.0,level 1,1.0,0.5036442564195284,0.9746835443037973,1.0,0.9705535924617197,-0.31646825396825384,677.2134080184768,0.5357408811962951,0.023092756274974213,0.33932743886648664,8.818181818181818,1.7757389663719432e-05
1074,59.0,Female,South,Graduate,Self-Employed,1738601.0,1176015.0,Business,756.0,5,46,67.32,2018-07-10,1,0,2018,7,10,1,very high,1.0,level 4,3.0,1.2822314257851881,0.3291139240506329,1.0,0.8904593639575972,1.072420634920635,1084.4422529577128,1.2414647381587383,1.6494636640014622,0.6764145424970996,6.571428571428571,3.8720787575757745e-05
1075,58.0,Female,North,Primary,Self-Employed,464480.0,251717.0,Car,609.0,1,57,52.19,2020-09-04,1,0,2020,9,4,4,medium,1.0,level 3,0.0,-1.2807751620271257,0.4683544303797468,1.0,0.7173144876325088,1.0168650793650795,501.71406199148936,-1.3065838720233685,-0.7993837102589507,0.5419329142266621,6.333333333333333,0.0001123622115053393
1076,56.0,Female,South,Primary,Self-Employed,1530823.0,516730.0,Car,675.0,2,55,52.56,2021-12-03,1,0,2021,12,3,4,very high,1.0,level 3,1.0,0.8642676823083387,0.4430379746835442,1.0,0.7950530035335689,0.9057539682539684,718.8393422733623,0.8675694732480891,0.20486612738461218,0.3375504548860319,4.583333333333333,3.433447237205085e-05
1077,47.0,Male,West,Post-Graduate,,1849189.0,839824.0,Home,666.0,3,32,28.35,2019-10-17,0,1,2019,10,17,3,very high,1.0,level 1,2.0,1.504688925922921,0.15189873417721517,1.0,0.784452296819788,0.40575396825396837,916.4191180895344,1.4363421429265282,1.0150844294470018,0.4541580119717346,3.2,1.5331045123024203e-05
